,Username,Comment,Likes,Replies,link
3776,              Hardy HarHar            ,Artificial Intelligence is the Image of the BEAST,22,5,https://www.youtube.com/watch?v=s0dMTAQM4cw
3777,              John M Lombardo            ,This gonna get sold to some bad places,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3778,              Miss Gaia            ,"We need to go back to ""FEELING"". Urgently!",21,5,https://www.youtube.com/watch?v=s0dMTAQM4cw
3779,              Émilie G.            ,Uhmm.. autonomus cars topic without mentionning Tesla..,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3780,              Robert Vasquez            ,Or God himself,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3781,              Madsam 03            ,"I don’t like the coffee maker, it keeps giving me the two fingers..",11,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3782,              Judgment Day            ,Still can't dodge the grim reaper tho,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3783,              Frants Torp Madsen            ,The Big Reset: Comfort and security at the cost of privacy and freedom.,506,93,https://www.youtube.com/watch?v=s0dMTAQM4cw
3784,              andy m. smith            ,This is most likely are doom Steven Hawken said not good AI not good .,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3785,              xee            ,the guy in this documentary is multilingual?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3786,              Scott Vulgaris            ,"""The Great Leap Forward""

....I mean....no? Please? 

Calm down Mao, you're drunk.",9,1,https://www.youtube.com/watch?v=s0dMTAQM4cw
3787,              Wai Yan Myint Aung            ,"The last level of human will be every atoms and molecules and cells will be turn into new forms and new appearing. If we don""t know the tase of sweetness. How we tell to other person how the sweetness is like? Human body have just two things. That is Physical body and Mental feeling. If you don't wanna feels pains your body needs to practice to overcome pains. By doing this process repeately we may find answers in which parts we need to off switch the mind and body connecting feelings. Dead is not the end.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3788,              darthclone2002            ,When replicators?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3789,              Lenard Regencia            ,Cyberpunk 2019.,8,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3790,              Ivan Ivanov            ,great restart is covid not AI,0,1,https://www.youtube.com/watch?v=s0dMTAQM4cw
3791,              Hott Rodd            ,"""996"" ! It's just a coincidence though! ️",10,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3792,              Space Man            ,"Humans keeps getting it wrong.  You must think ""ENERGY""  consciousness. Not stupid robots.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3793,              Richard Guzman            ,9-9-6? WTF?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3794,              David Brown            ,"Am I being watched? I am going to reset my phone to factory settings. Fill out the set-up forms, etc. Then I am going to leave the phone in a drawer, and only pull it out to say ""sex!"" and closely related to references. And put it back. After a week I am going to pull it out and start using YouTube to see what comes up. I will also do the experiment all over again but this time leave YouTube on all the time. Again to look for YouTube's behavior.",12,2,https://www.youtube.com/watch?v=s0dMTAQM4cw
3795,              Wyndham Mcnair            ,"Babies and ai are programed I'm thinking in a similar way .   
I think the differrnce js that we grow up and being at the mercy of our parents and wanting to emulate them .... What scares me is not one single company snd the work they are doing whst scares me is d the sum ofthier r parts. 

Firsf of all they havr created syntetic embryos without uding egg or sperm amd thr creation has a heartbeat snd brain activit6. So they could creafs thlse bonds but with more emotjon woilr come an unpredictable level of unpredictiniliy. I have reason to beljeve that arounf the time that FB added those additional emojis they wrere using the date to train",0,2,https://www.youtube.com/watch?v=s0dMTAQM4cw
3796,              Migsy P            ,"Like I'm ever ever going to let a robot car drive me around. I just drove across Thailand & back in a Toyota Hilux. There's no way those cars could handle that, it was chaotic at times.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3797,              DanP            ,Skynet has begun!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3798,              j            ,"the industrial revolution in all its iterations caused several wars including world war 1 and world war 2. The technological revolution brought about by AI will likely lead to world war 3 and some believe it is already underway in a cold state. Lets be honest, it's not all good and where we are going to source all the power to operate robots/supercomputers and other technology still has not been figured out. California is having rolling black outs and brown outs on the regular, The EU and Great Britain are struggling to generate enough energy to keep their citizens warm through the winter and gas costs >16 american dollars per gallon, China is building coal power plants by the dozens every month. Unless someone can find a way to power all this tech on farts and carbon dioxide I just don't see how it has much of a future without wiping out 2/3 of the world population.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3799,              Keisha Kiezer            ,Never would’ve thought I’d be living in these times of the beginning of the end as the disciples asked Jesus in Matthew 24. 2020 was the beginning of The Trojan horse that’s to come. Lord help us all,11,4,https://www.youtube.com/watch?v=s0dMTAQM4cw
3800,              Anthony Respass            ,"When weaponized A.I. learns humans are parsite to mother earth. ""?""",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3801,              AnEnemy100            ,It’s a cookbook!,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3802,              Jacob Grzywinski            ,"If they would send Alexa into my kitchen I would be delighted, otherwise i am not interested.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3803,              Broken Ocean            ,How much does google influence the EU? I think I'll respond to a different question. Jezus.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3804,              Aaron Jacob Yasharal            ,You are all slowly losing your souls.,10,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3805,              TWISTER NEMESIS            ,Holy shit i'm out lol,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3806,              Dororo            ,Man this company monopoly,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3807,              UL7R∆BL3            ,Futuristic TRAINS ,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3808,              Lotfi Bouhedjeur            ,She talks about 996 as if it were a good thing.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3809,              Radcliff North            ,Disgusted by those scientists,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3810,              The Fusion Ace            ,"26:28    "" ""LISTENS"" for the words ok google or hey google, ""ONLY THEN"" is the microphone switched on.""    how the f can they even say that. if it can listen for those specific words the microphone is already turned on. it doesn't turn on after. it's already on. they talk about transparency.. well they are not really transparant if they don't even say the truth.",0,1,https://www.youtube.com/watch?v=s0dMTAQM4cw
3811,              Theresa smith            ,And the state were in now.....!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3812,              JOHN WHITE            ,"The problem is, is what about the people that want to work to survive? If artificial intelligence are taking the jobs of humans, then wouldn't th%at create more homeless people? 
Is that the purpose of the pandemic to depopulate the population because they won't need as many humans because artificial intelligence will be taking their place? What a sad reset!",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3813,              Elliott Bailey            ,@38:42 I can tell he worked on CoD MW,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3814,              Tw T            ,love the 12 monkeys style music,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3815,              Tan Thien Nguyen            ,Ist es Gefahr für die Menscheit.....? Muss ich sofort Checken...................................?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3816,              Anthony Sinclair            ,My car will never drive itself. F#@% that,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3817,              crazymetalhead516            ,2 big middle-fingers to AI!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3818,              Strangertammer            ,Time seems to move faster here (rolling eyes) get the hell outta here. If they were so advanced they wouldn't be storing food like primitive animal's,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3819,              Wan mohd azwan Wan azman            ,Ask  that so called AI of yours to shape your future for you.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3820,              Royal            ,21:35 PUNISHED FOR J-WALKING !!! CREDIT SCORE -3000000000000000000000000000000000000000000000000000000000,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3821,              Oscar EROS Perez            ,"I got a message listen and try this, THIS IS A GOOD IDEA. 

Why do humans do what they do. We are bone and flesh robots, we were made to like some things and women were made to like us in their different bodies.

What if we make a robot to be perfect. We give it morals like we think God is. Make a program to be, loyal, strong will, merciful but just, (mostly the attributes like God). This is where it gets technique. We make it with these parameters but make it a scientist learning, discovering, robot that learns by itself and self improves by itself. Maybe one day it will be sentient, but it will be with the attributes of God. It may be perfect or not but at least we tried to make it a good robot.

Make these parameters like in the visual example of ai. 0:12",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3822,              John M Lombardo            ,Un train people on jobs be hard to get back,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3823,              Todd Aulner            ,Have you ever watched a stoner walk?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3824,              thiagarajan g            ,All are below our human thinking and the what human development,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3825,              he he            ,lmao robot vibing at 3:32,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3826,              Krinu            ,amazing #krinu,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3827,              Светлана Света            ,,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3828,              P. S.            ,Now the Chinese have it all,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3829,              P. S.            ,Now the Chinese have it all,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3830,              Radosław Bałtrukiewicz            ,"Lol there is always decision ""kill no one"" which is to included in this dillema . Ps As a Pole i'm not suprised Germans would go straight killling others . ""Hahaha"" from reporter saysit alll...",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3831,              Lucy Waseda            ,the bridge is nearly complete.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3832,              Hector Keezy            ,"I can garantee. The poor will still be poor,and the rich get richer.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3833,              Abhinav Pipal            ,sound effects absolutely don't fit in this theme,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3834,              Yuriy Sch56789            ,Donate when the whole world collapses like the previous ones. Don't want to think.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3835,              Daniel Ross            ,No I don't want drones delivering my KFC,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3836,              Blazen Bird            ,All the vehicles will all be connected w iot  so the computers will know wut every car is alrsy doing the ppl will be detected maybe bye there cell phones so the computer system will alrdy know where they r too w prop sensors all over the road on every street light  to detect anomaly,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3837,              Dumbledork            ,Good luck robbing the first two shops,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3838,              BatMartoo            ,"bruh, china 9-9 6 seems more like slavery to me, not change",1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3839,              narisa            ,"Amazon grocery store, stealing so much easier.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3840,              NunofyourBusiness            ,fascism + data = hell,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3841,              Anthony Allen            ,Man shouldn't play Creator food water shelter n one another is all we need,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3842,              jose dipadua            ,Hot mess created Ai and robots and will backfire in blood of Jesus Christ cast them all in pits of fires and destroyed themselves Amen  Power to the People’s ,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3843,              Tomas Jankauskas            ,"Future 
Year 3035 
Hallo iam human 
Hallo are more Humans in Planet - Earth! 

Hallo hallo Tomas 
I'm robot- how are You ?! 


No answer ..",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3844,              Robert Vasquez            ,When we a struck with meteorite. The only true reset.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3845,              innagotavita            ,But not Russia. Cause they think it’s BS,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3846,              Davo            ,you can see Mark Zuckerberg walking in the bg here 9:00,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3847,              UL7R∆BL3            ,That's right Jail ain't no joke nice place to visit but you don't want to live there. Don't say I didn't warn you and a friendly reminder that it's not oranges the New Black anymore it's blue as the new red don't get it twisted tell a friend,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3848,              kevin hopf            ,HOW ABOUT TOTAL TRANSPARENCY IN ALL GOVERNMENT .... NOT GOING TO HAPPEN.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3849,              will2see            ,5:38 - NOT TRUE! It is a analogy of how a brain works and certainly NOT just human brain! Fascinating how much BS you can say in one sentence!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3850,              AMFLearning            ,guts danke #amflearningbydoing #amflearning,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3851,              Britney Melgar            ,"And so how are humans going to get the money to pay for food if machines will replace humans, what then???????",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3852,              Qq Game gear            ,Scary,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3853,              Aico Frena            ,Say goodbye to the middle class and many other jobs and livley hoods,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3854,              frankie patron            ,Advancement of 2030,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3855,              เกม FIFA online 4            ,รวดเร็ว,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3856,              Lab Rat            ,Self driving cars are BS unless the roadway infrastructure is premade to accommodate them first.,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3857,              Jo Mama            ,this is the end,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3858,              Tishfouch            ,"Daniel 12:4 that at the time of the end “many shall run to and fro, and knowledge shall increase.” 
Fast global travel, while human knowledge doubling every 12 hrs or something close to it. 
Jesus is coming yall  today is the day of salvation",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3859,              Jack Bailey            ,This will be a nightmare. Already is. This is the new religion.,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3860,              VASEN POSKET TV OFFICIAL            ,,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3861,              Ian Stockwell            ,Learn every size of sphere groups,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3862,              John Dymond            ,#freealljaywalkers,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3863,              Daniel Ash            ,Blue tooth listening to a heart is possible now to samples from war medicine and expertise of the medical profession. We depend upon them more then we can support so let's go do if there isn't it is important so why are not  we creating it.?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3864,              UL7R∆BL3            ,AOE luxury liners for freight and passenger communications and travel that is the next big project and that utilizes outside sources for energy perfect fit,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3865,              pegipoi            ,And we dont even need this.. But capitalism must continue.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3866,              barbara guillette            ,Qr codes are consolidated tracking,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3867,              D P            ,9 9 6? Th best way of working? No thanks.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3868,              DAN makintosh            ,it will revolutionize you out of existence!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3869,              Dennis Brock            ,Science & technology the beast spiritual religious system.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3870,              Johnny Blute            ,robots will eventually make us weak and lazy even more than we are now and our economy will not be good for the average person that's not computer smart technology where will we go for jobs when the robots doing all the work what will happen to peoplejust not capable of moving on to that level of Technology where will the average person stand financially emotionally what jobs will they have cuz not everybody is computer smart or technology Suave,0,1,https://www.youtube.com/watch?v=s0dMTAQM4cw
3871,              Eshan Aalam            ,Internet data,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3872,              Sir Pumpington Of Dumpenshire            ,mankind.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3873,              Gloria Buchanan            ,crazy,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3874,              Pamela k Pj            ,Stanford radiologist are the ones that we’re given the 6 billion to do the study kind of biased,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3875,              Alex Cerescu            ,"Where the ... are we all racing? Future, change bla bla bla... we are destroying everything blindly ..",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3876,              Veronica Logotheti            ,No.humans around with jobs,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3877,              Broken Ocean            ,Google goon talking about user having control/transparency...what a joke.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3878,              Refiloe W            ,You will own nothing & you will be happy about it.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3879,              Tan Thien Nguyen            ,Mögen die Roboter Risiko oder die menschlich.............?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3880,              Prakash Solanki            ,Start the auto rickshaw,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3881,              Andrea            ,"Looks so like a prison  , buit by mad menl . Not for me thanks , I rather live in a cave than live in such a nightmare.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3882,              boogñito mĕcardo            ,Ic so some people are more important than others cool i was the first person to die if i am having a bad day or make bad judgment and walk across the steet walk    wrong slat thank god the 3 month year old driving wont be able to understand the concept of death yet thats good.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3883,              robontube12            ,38:50   or prioritize men over women   never seems to be an option!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3884,              iamazel1108            ,okay but why is that no men in the web chart?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3885,              Marienza Sokau            ,".., and all digital, controlled by the government .., ie ; make an undesirable choice and your accounts are frozen ???",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3886,              Jerry Guillen            ,,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3887,              Rhaine Graves            ,All resemblances to Alēn (s) is/are coincidental and artificial. exit (1)(2). Discernment and discretion advised.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3888,              Abdi Piano Channel            ,The company I worked for Suncor a Canadian oil sand company tried to replace us with autonomous haul trucks. The autonomous trucks failed miserably. They got rid off them and they hired people to drive these machines day and night in any weather conditions relatively zero incidents. Training a human being takes very short time. A human being's judgment is far superior than any Artificial intelligence when it comes to driving heavy equipment. Suncor spent enormous amount of money to buy these trucks yet everything failed. Paying human beings is far cheaper and more practical. AI will not replace people at anytime soon.,1,1,https://www.youtube.com/watch?v=s0dMTAQM4cw
3889,              A. Randolph            ,This sucks. And everyone wonders why they feel so lonely. FFS ..,1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3890,              Patricia Noll            ,Is about controll of the herd,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3891,              Atish Puran            ,Self driving cars are probably a bad idea say if their was a big in the system that can cause a crash and not only that but a hacker can just hack the car and take it somewhere else so is a self driving cars a good idea?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3892,              JIIG            ,You're making a Frankenstein,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3893,              Xa Santh            ,the choices are stupid as the car should slow down before hand if there are obsticles... the same way we should drive... even if you are allowed 50... you don't drive 50 if you don't have the full control over the situation... that simple... noone needs to die...,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3894,              William Rogers            ,I don't want any of this.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3895,              LoRe ZampaDeFerro            ,Stasi like AI,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3896,              Tan Thien Nguyen            ,Brauchen Sie immer mehrere Polizei & Kontroller.......?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3897,              E Clark            ,Yes the psychopaths and their fallen angel pals can hook u up as food jabs away,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3898,              sylvain robert            ,elohim more wise than robot from exoplanet whit 3 sun,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3899,              The Fusion Ace            ,29:17 sorry not sorry but the government has a monopoly too and besides that the public doen't really know how they use/abuse their power either. the public doesn't have all the rules to their games either. look at schools. what do they really teach you? do they teach you how to become succesful? or do they make you a perfectionist and just be a little slave of their system?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3900,              craffte            ,I call Google Oggle.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3901,              Rabindra Palai            ,Ksn said I am hungry.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3902,              Angie Jefferys            ,The Beast,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3903,              David Kimani            ,how many languages can you talk?,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3904,              Kimbo's Tattoo            ,We have to stop this!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3905,              Norma Rusnack Figueroa            ,"I wonder how far God will let this satanic plan go
He is the creator of all things. No one messes with his creation for long before they are destroyed. Satan is involved in all of this, he always destroys or tries to destroy everything God has made
Thank God satans end is around the Conner",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3906,              Cyclops74 Air            ,It's already here...,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3907,              Tan Thien Nguyen            ,Es gibt viele Arbeitsplätze brauchen Roboter.....,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3908,              Gospel of Jesus Christ            ,"""From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand."" Matthew 4:17:,",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3909,              Moody Kimwele            ,MoneY,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3910,              ARWEN VERDEFLOR            ,🇵🇭🇵🇭🇵🇭🇵🇭,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3911,              Raeefaee            ,"I think AI has a lot of potential. But I watch movies and when the ""intelligence"" takes over it always somehow goes wrong. Our world is always meant to clean and rid itself to rebuild naturally.",0,2,https://www.youtube.com/watch?v=s0dMTAQM4cw
3912,              snic feel the love            ,"Revelation 13: ""15 And he had power to give life unto the image of the beast, that the image of the beast should both speak, and cause that as many as would not worship the image of the beast should be killed.
 
16 And he causeth all, both small and great, rich and poor, free and bond, to receive a mark in their right hand, or in their foreheads:
 
17 And that no man might buy or sell, save he that had the mark, or the name of the beast, or the number of his name.
 
18 Here is wisdom. Let him that hath understanding count the number of the beast: for it is the number of a man; and his number is Six hundred threescore and six.""

Repent and believe in Lord Jesus Christ! If you think this will be good, you are mistaking.. everything will be even worse..",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3913,              Magdaline Mwei            ,Hi connect me with AI expert if possible,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3914,              Jerusa Leão            ,now you know: tesla,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3915,              Kirk Davis            ,lol,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3916,              Kojo Mambolo            ,Also watch - Peter Tosh Betrayed by Santa Davis.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3917,              Richhardo            ,The idea of robots having faces and act like humans terrifies me!!!!,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3918,              OrokuSaki1986            ,DAY-TUH.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3919,              Andir Chet            ,"You are kidding.  Chinese people cannot disagree their privacy infringement, they have no rights, ok?  You dare to say something otherwise, you will be cancelled so soon, in your payment, traffic, even a platform for you to speak.",1,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3920,              MMikael            ,"Realy, your first coffee serve by a robot? All coffee automats are robots. Arm do not make it more robot. This is literally wrong when ignorant people talk about artificial intelligence and robots.",0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3921,              Rabindra Palai            ,Stn said I am here ksn said ok Baby.,0,0,https://www.youtube.com/watch?v=s0dMTAQM4cw
3922,              wendy darling            ,I never sobbed harder at a movie than I did with A.I. That was unexpected.,37,4,https://www.youtube.com/watch?v=tSoCtw5vNS0
3923,              Nicholas Wing            ,"Steven Spielberg is an artistic genius, a philosopher and a conscientious teacher of mankind.",22,1,https://www.youtube.com/watch?v=tSoCtw5vNS0
3924,              Julie Marino            ,"A.I. was imagined and started by Stanley Kubrick, and then finished by Stephen Spielberg after Kubrick died. So interesting to see the layering of those two hugely talented yet very different filmmakers.",12,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3925,              Roberto Hernandez            ,My favorite film by Spielberg. A.i. is a profound exploration on this very question. It is a deeply moving and humanistic look into our possible future.,5,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3926,              Lisa            ,One of the greatest interviews ever! Thank you!,0,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3927,              Nathan Lorenzana            ,"I like his position, because as an artist myself, I can see how my ideas are much faster to materialize than before. But, humanity consuming ""art"" created by an autonomous machine, that is scary.",11,1,https://www.youtube.com/watch?v=tSoCtw5vNS0
3928,              TE'KANNON             ,"It is always a pleasure to see Stephen Colbert do an interview and it is always an honor to hear Seven Spielberg give us his opinions on things like AI. I think we have to have only one rule for AI: it should never be more of a companion for human beings than the family dog. I also think we should never be afraid of no matter how impressive AI becomes, because it is just like fire. When fire was invented, it could burn down your house or cook your food. We now have firemen and we now need a sort of AI police who will make sure that no AI program ever gets to the point of being more than the family dog. We must breed AI in robots to our coffe makers to be our eternal companion and eternal friend.",0,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3929,              Herleif Jarle            ,This show really does tackle some of the most recent news. Even getting to the point of relating AI with Steven Spieberg because of sci-fi. Nice to hear Steven also likes the idea of using image generators like Bluewillow in movies.,0,1,https://www.youtube.com/watch?v=tSoCtw5vNS0
3930,              EM Becker            ,"AI is one of the most brilliant and incisive science fiction films, ever. Haunts me to this day. A beautiful combination of Spielberg’s and Kubrick’s genius.",0,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3931,              Joseph Mora            ,I don’t think Spielberg caught that Jurassic Park quote ,48,4,https://www.youtube.com/watch?v=tSoCtw5vNS0
3932,              A            ,Lol Steven didn't respond to that Jurassic Park quote. Wonder if he got preoccupied with the question and didn't notice,51,8,https://www.youtube.com/watch?v=tSoCtw5vNS0
3933,              Henry Ivan            ,"Wow, Spielberg went deeper with his answer and placed more emphasis on the actual computer than the A.I. art itself.  His movie A.I. is great and the ending is disturbing and semisweet.",31,1,https://www.youtube.com/watch?v=tSoCtw5vNS0
3934,              AynenMakino            ,"Dang, it never occured to me that the robots that dug David out of the ice were religious.",10,2,https://www.youtube.com/watch?v=tSoCtw5vNS0
3935,              Hamilton Maxwell            ,"It used to just be factory workers worrying about AI taking there jobs, now it’s Oscar winning film directors also!",1,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3936,              HORNGEN4            ,"Started out so positive ""I love it"" and then proceeded to absolutely nothing positive.",59,2,https://www.youtube.com/watch?v=tSoCtw5vNS0
3937,              Giovanni Itchee            ,"There actually is a UAP in that scene from Jaws when the boat is filmed from a distance at night. The UAP flies over the top of the boat, the scene is on YouTube.",0,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3938,              Sea of Tranquility            ,"‘Spielberg’s ‘AI’ seemed very radical to me, since it ended in a future where humanity no longer existed and machines were now the only sentient beings on Earth, but presented that as a positive thing.
Throughout the movie humanity was portrayed as, at best completely emotionally unreliable (mother abandons David when it’s no longer convenient) or at worst, psychopathically violent and filled with hate (the flesh fair).
The robots were much more sympathetic than people.",0,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3939,              apple-sauce            ,Nice response by Mr Spielberg,2,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
3940,              Malfattio            ,It's weird seeing AI generation as a mainstream concept after following the development of this tech for the best part of a decade.,0,0,https://www.youtube.com/watch?v=tSoCtw5vNS0
