,Username,Comment,Likes,Replies,link
6830,              @1BLACKWORLDCONNECTED.            ,"REPORT:
THE VIDEO SPEED CHANGED TO SUPER FAST,
WHY?",1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6831,              @tevindickens6375            ,speaking on the 19 keys bots. I honestly haven't had any other person follow me so many times. Super trash!,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6832,              @christydstarling            ,Spoiler alert for Avatar 2…you may want to skip past 28:50.,0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6833,              @Vaydntply            ,Dope,1,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6834,              @dianesalaam1262            ,WHAT? This high-level conversation is a little bit to high I can't even understand it.,0,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6835,              @OmniOnly            ,,1,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6836,              @rayfields8840            ,Be ready they plotting,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6837,              @maynardplastic            ,Hella FREEGAME,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6838,              @rayfields8840            ,Nor my brothers and sisters  f the light,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6839,              @vondagardnerwadley            ,Oh like the car KIT from the 80s show Michael Knight,0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6840,              @lareinedafrique4215            ,There is no black imagination fund ️️️️️ #ampmwellness,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6841,              @theoneondeck            ,Haha Not the potato salad with rasins in it lol ,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6842,              @pharaohblack1784            ,"After 36m, the video highspeed play edit error I hope not the glitch in the matrix folks phew!!!!",0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6843,              @gocpng4699            ,Trusting Trust,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6844,              @Fetti_Sosa            ,Solid liquid plasma gas dark matter holograms,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6845,              @MrReapy            ,Why were you fast forwarded on 36.30?,0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6846,              @LAZ100M.P.R.L            ,I AM LAW ,2,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6847,              @kingshipt7506            ,1:40:16 vine was making records for the shortest video as well,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6848,              @dvvllradicaldu2962            ,"Don't forget that everything dwell in a space we acknowledge everything in the space but not the space itself, so where you going to live at if we don't have any space",0,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6849,              @observelearn2345            ,Boy here sure can over talk ppl,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6850,              @triggathegod6162            ,Im Always getting those 19 keys pages I’ve blocked more then 44 shit annoying,1,3,https://www.youtube.com/watch?v=9mf20XoMSmA
6851,              @christina9238            ,red pills voice is sounding robotic,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6852,              @robskitchen9761            ,They messing with your video bro . Speeding it up so the ppl can’t understand you,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6853,              @rayfields8840            ,Euphrates river is drying up,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6854,              @digicoindigitalassetsinves9524            ,Code a solution to helps the poor a defi project based on old lending that the black populous had before it was dismantled a black Wall Street on line,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6855,              @ericrice9357            ,Right...lol,0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6856,              @Iamagoddess11            ,Red's microphone is not clear,0,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6857,              @braines22            ,power full king brother?,0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6858,              @masiyahashadmama8063            ,SUP 19 I HOPE YOU SUPPORTING ME IN SF YOU KNOW IM STILL BEING G#NG STALKED IN THE 415… ITS GODS PLAN IM ON IT- PA$TOR 9…  THA GENERAL ,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6859,              @theoneondeck            ,did it just speed up when he was offering a solution to police brutality and social conditions at 36:11 or am I tripping?,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6860,              @ladanaguyton4912            ,You both sound real robotic  speed talking  was that on purpose?,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6861,              @tyshonking6344            ,I wonder how many actually Apply the knowledge given? ... hmm stop wasting Knowledge,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6862,              @rbachannel2            ,F.A.C.T.S Initiative,2,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6863,              @veronicacobb3036            ,"The black man and woman are the originals, all others are AI.",0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6864,              @jackquelinewillams933            ,.......................interested ,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6865,              @Brandon-sk5bh            ,One eye love,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6866,              @cts-video            ,"Artificial Intelligence is an oxymoron.....always start with the root word....artificial, then intelligence
     ar-ti-fi-cial - made or produced by human beings rather than occurring naturally
     intelligence - the ability to acquire and apply knowledge and skill
Natural Intelligence is what WE are
     natural - existing in or caused by nature; not made or caused by humankind
WE are natural beings from the the natural world/universe.....wake up and use your natural genius 
Break out of the matrix - BLACK is a color; Africa is a continent, America is a Nation on the North American continent. Wake Up and BE who you are meant to be....
LISTEN to this brother if not for knowledge, for enlightenment and motiviation.
Peace and blessings",2,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6867,              @sooesoss6063            ,Soo E Soss here.,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6868,              @sunnyfiamma            ,Does the video speed up for anyone else??,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6869,              @rf226            ,Chair Dumb Hard,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6870,              @rayfields8840            ,From earthquakes,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6871,              @naimsalaam8632            ,"YouTube tried to speed past that Police situation, Twista iz my nigga I caught everything said...f'em!",2,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6872,              @masiyahashadmama8063            ,1111 AM,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6873,              @brothervince9485            ,Damb,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6874,              @nickeysbest2            ,The speed up,1,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6875,              @bonesdiamond494            ,Keep saying self kinda sounds selfish?,0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6876,              @rayfields8840            ,Birthpains,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6877,              @Tony-ku5oq            ,"Potato salad with raisins, yuck!",0,2,https://www.youtube.com/watch?v=9mf20XoMSmA
6878,              @2608chrisj            ,U,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6879,              @humanityincvideos5114            ,U started talking like a robot,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6880,              @nlong32            ,"Google, Vr Correctional Outreach System",0,1,https://www.youtube.com/watch?v=9mf20XoMSmA
6881,              @velindasimpson3842            ,Con artist,0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6882,              @bevfromnc6607            ,"Please stop encouraging  drug use. No hope in dope. If you're so intelligent, why are you taking drugs to think?",0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6883,              @johnboyega222            ,"So many spiritual hustlers out here, y'all just so blind and desperate to think you're special ",0,0,https://www.youtube.com/watch?v=9mf20XoMSmA
6884,              @ejazmughal787            ,Nice vedeo,0,0,https://www.youtube.com/watch?v=XYJbasP66zw
6885,              @momengazi4786            ,Love you cid,2,0,https://www.youtube.com/watch?v=XYJbasP66zw
6886,              @ejazmughal787            ,Nice vedeo,0,0,https://www.youtube.com/watch?v=XYJbasP66zw
6887,              @ejazmughal787            ,Nice vedeo,0,0,https://www.youtube.com/watch?v=XYJbasP66zw
6888,              @ejazmughal787            ,Nice vedeo,1,0,https://www.youtube.com/watch?v=XYJbasP66zw
6889,              Ayesha Farrukh            ,"AOA, sir please make a video on add-math and how to prepare for it after pre-medical. Your videos are always amazing and I request you to solve this query, please.......May, ALLAH bless you",8,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6890,              critical analyst            ,"sir thank you so much for this knowledgeable talk. i chose/selected ics with combination of computer, math and statistics. i am very good at math , stats and computer. i have been a topper in my college( with 90% + MARKS ). i am very interested in artificial intelligence. what piece of advice would you give me for my career?
and am i eligible for this field? i will be waiting for your reply.",4,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6891,              Ayesha Nadeem            ,"Great work sir  
Very informative video ",7,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6892,              Awab abu bakar            ,"NEVER EVER DO BS in AI. Otherwise, it will make your career choices very narrow. No choice for Networking, Cyber Security, Web, Database and many other related fields. Companies will not hire BS AI for these fields. Just study BS Computer Science. After that you can select any field in MS. If due to any reason, someone does not get a job in MS related field, s/he can get a job in any other field on the basis of BS Computer Science.",11,20,https://www.youtube.com/watch?v=9MbT1F_0ge4
6893,              Zaheer Ahmed            ,Is CS and Artificial intelligence are similar to each other,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6894,              Maria Mahmood            ,Sir which laptop will be good for Bs AI?,5,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6895,              Raju Bhai world entr videos            ,Thanks sir this video is very  harmful for me  thanks alot Allah pak sehat dee apko0o Ameen,2,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6896,              Eye-Cap V_logging            ,"Salaam sir 
Thank you so much sir .",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6897,              ZAG Heroez            ,Sir Which is Best AI or Cs,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6898,              danyalkarim            ,I think In pakistan giki is the first university to offer ai and also best from nust for ai and you didn't even mention that,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6899,              Allah-ho-Akbar            ,And NUML also offers artificial intelligence,1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6900,              Syed Taimoor            ,Sir if i don't like Physics or math than what to do after ICS.. I have completed ics recently...,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6901,              Irsam Ali            ,make video on BSAI degree vs BSAI degree which is best.,2,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6902,              Abdul Wasay            ,PLZzzzzz tell which is best...BsAI or BsCs..???,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6903,              Eye-Cap V_logging            ,"But please sir do not run adds ...
( Not allowed in Islam )",1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6904,              Rao Brother Bin asad            ,Sir IUB me bhi toh hai artificial intelligence ? Why have you not mentioned that?,0,5,https://www.youtube.com/watch?v=9MbT1F_0ge4
6905,              Xtylish U.K            ,This video very help full for ma thank u very much sir ......,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6906,              Ab Voice            ,Good job sir,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6907,              Taha Farooq            ,nice video,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6908,              Annus Sohail            ,Which is better? Bscs or software engineering????,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6909,              Aysha Noman            ,I've done F.Sc (pre medical). Is it feasible for me to opt BS. AI ???,4,4,https://www.youtube.com/watch?v=9MbT1F_0ge4
6910,              Adnan Azhar            ,,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6911,              Syed quaim ali Syed quaim ali            ,"Salam, sir    would I can apply in this field,after pre-medical.l will wait for your reply sir.",1,2,https://www.youtube.com/watch?v=9MbT1F_0ge4
6912,              Zaman Yaseen            ,Sir Can we do AI after FSC Pre Engineering please tell me ?,1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6913,              U mar ali shah            ,Sir subject share plz,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6914,              Mah Noor            ,Sir fee structure bi bta dian???,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6915,              Shawaiz Faheem            ,Pre medical can apply,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6916,              Zayyan Qureshi            ,"I am from inter commerce, can I take admission in BS artificial intelligence?",1,2,https://www.youtube.com/watch?v=9MbT1F_0ge4
6917,              Umair Usmani            ,NED is not offered BSAI,1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6918,              Happy Healthy Beautiful Life            ,"Can u tell what is the best adp for girls nutrition and dietictics , artificial intelligence, entrepreneurship , computer science ?? Which one is best for girls ????",0,2,https://www.youtube.com/watch?v=9MbT1F_0ge4
6919,              AK gaming            ,Can FA students can take admission in bs ai? With no computer and maths subjects?,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6920,              Umer Suleman            ,Can we do B's AI after ics ?,1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6921,              Sana khan            ,Sir Data science  networking aur artificial intelligen main zeyata best. Konsi hai,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6922,              Abid S            ,Nice,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6923,              AN Collections            ,is it good for pre medical students,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6924,              someoneonline            ,"AOA Sir, mujhey kisi ney bataya k NED mein Artificial intelligence nhi hai. Is it true",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6925,              aliyan aslam            ,Sir NED mn artificial intelligence nhi he,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6926,              Tech Blender Official            ,"Bhai main ny diploma kia hua ha Electrical Engineering main, main AI kr sakta hoon ya nhi?

Electrical Engineering sahi rahy ga ya phir AI?",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6927,              CYCLER TOWN            ,Good sir g,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6928,              Mohsan Iqbal            ,Sir  Air university ma b BSAI kra rahy hain ya ni?,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6929,              Zain Ali            ,Sir please 2022 me achi universities btae Lahore ki BS artificial intelligence k liye,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6930,              Dont Mind            ,sir kya fsc pre medical kai bad BS AI rakh saktay hain,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6931,              Hafiz Junaid Tv            ,Sir g Bscs ya B's artificial intelligence Kon se best hay plz answer,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6932,              Khuzaima Nawaz            ,"Sir kaya koi pre engeneering (fsc) ky bad software engineer ban sakta hy
subject: physics, chemistry,math",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6933,              Investor Fobia            ,"salaam.
ned me to BS AI nhi he is ke prospectus me BS CS show hua he to phir ned ka naam q he list mein?
dawood ka naam nhi he jb k us me alag se BS AI ka degree program he........
WHY???",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6934,              M A Tricks            ,Sir plz tell me a.i Ke entrance exam ki tyari kaha se kren?????,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6935,              anonymous            ,"Salam sir please give me advice.
I have two options to choose from please tell me which one is better?
BS Cyber Security and BS Artificial Intelligence from Comsats.
Please give advice.",1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6936,              Ikram Durani            ,Sir please tell about pre medical students whose interested in Bs artificial intelligence,0,2,https://www.youtube.com/watch?v=9MbT1F_0ge4
6937,              Beauty and food            ,Jin logo né IT master kiya hy wo log MS kar sakty hain Artificial intelligence main?? Kon se university offer karti hy ?? Online kar sakty hain????,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6938,              Sana fatima            ,kia pre medical wala student bs AI kar sakta hy comsats main wo eligible hain...,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6939,              Areesha Kashif            ,"Aoa, please let me know can ics statistics can do bs artificial intelligence from FAST",1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6940,              Ali Shehram            ,Is namal uni offer bs in AI,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6941,              interferrometre            ,Aoa sir EE krne k baad Kya hum is mein MS kr saktay hain,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6942,              Yaseen Ahmad            ,Sir ma BSAI ya BSCY krna chata hon but FA ma na math nai parhi but ma na computer parhi h or mera experience b h almost 7 years ka as software developer koye uni h jo karwati hon ISB ya RWP main?,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6943,              Ayesha Farrukh            ,sir please jaldi se video bana den please please......,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6944,              Ac sport            ,Sir nust did not offer bs ai..,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6945,              coding expert            ,Sir g bs ki field main sb sy zayada kis program ka scope ha,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6946,              Abid S            ,Assalam o Alikum,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6947,              Aqib Owais            ,"Sir may nay agr intermediate  may (physics, chemistry and maths )say parha hai ,to may BSAI may lay sakta hoon??",2,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6948,              Net Broad            ,"if the thing is the same for ever  doesn't matter how much it is intelligent it's not AI it's only IntelliSense  AI is something the algorithms which learned by themselves and keep improving that is AI , if you are controlling your home appliances with mobile Bluetooth its not AI it remain the same forever",1,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6949,              M Muzammil Aulakh            ,Sir kiya software engineering artificial intelligence k liye zarori hy??,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6950,              M Ahmad            ,"Thank you sir for the information
sir fast university be karwati ha",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6951,              Islamic_info4            ,Sir faisalabad ma kon si university  bs ai ki degree provide karti ha,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6952,              aesthetic animals            ,Sir agar Icom Kya ho toh mil sakta hay??,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6953,              Abdul Mueed            ,Sir Artificial Intelligence or Computer science ma kisma zyada scope or salary hai,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6954,              Irsam Ali            ,Bscs vs bsAi. which is best and most payed?,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6955,              Malik Akram            ,Aslam.o.alikum sir . IUB bhi karwa rhi hy AI.,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6956,              Azadar-e- Hussain            ,FSC PRE MED KR SKTY HAI AI?,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6957,              Aamir Aziz            ,SMIU b AI (04 YEARS) program offer krti hy,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6958,              Irfan Khan            ,aoa sir public colgs m admision lena k lia kia % honi chahia?,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6959,              liaquat ali            ,Sir ned me ho raha ha ye program?,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6960,              ⟭⟬♡Park_Irha🦋 ⟬⟭            ,Asalam o Alaikum sir awkum uni ma b AI hy ....,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6961,              Ali Afzal            ,Inshallah,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6962,              ZAG Heroez            ,SIR KIA BSAI  GIRLS KR SACKI HAAN? PLEASE REPLY,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6963,              MALIK HIZBULLAH            ,"Assalam allikum sir 
Sir ma na computer kabhi nai parhi bs ma ya mera lia masla kara g kia?",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6964,              Ayla Senorita            ,Air uni b offer krti h,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6965,              Shahid munawar            ,DAE walay b kar sakty ha?,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6966,              Wali Khan Kakar🖤            ,online ada or ads ka bata day,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6967,              mana meer            ,Bs ai.. Air uni sy nhi sai kia?,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6968,              Abrar Ahmad            ,Bs Ai or bs cybersecurity or adp ai and robots,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6969,              Abid S            ,How are u Sir,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6970,              saira tariq            ,AOA! sir g i have a question...... sir g  punjab uni BS AI krwa ri h tu GOOGLE q ni bta ra or sir g COMSATS uni LHR campus m ye program offer hora h tu bta den pzzzz,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6971,              Ammar Siddique            ,Nust tou BSAI  offer ni kr rahi,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6972,              Salman Farooqi            ,sir ms artifial intelligence ki bari may univerisities ki names batayi ju expensive nahi khai,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6973,              Saqlain Iqbal            ,Sir PU BS AI offer nhi kr rhi apne video me kaha k PU b krvati ha?,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6974,              Rebal Faisal            ,Sir bs ai programe spring ma offer hota ha????,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6975,              Arslan Waris            ,Agar ana wala waqat AI ka hato pher video bhe ana wala waqat main deakhain ga ,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6976,              abdul qadir            ,D.A.E Electrical admition ly skta hy kia ?,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6977,              Rana Aaqib            ,Salry sir Ai,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6978,              Love Islam            ,آپ مجھے یہ بتائے کہ کیا میں pre.middcal طالب علم cyber.securty میں داخلہ کرسکتا ہو,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6979,              Khaliq Mughal            ,Sir uet tu AI nhi krvati,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6980,              Irfan Khan            ,hello sir jwab daa,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6981,              Bha Lu            ,Kea ye fa waly kr sakty hain???,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6982,              Cute Chaudhry            ,Sb se rare degree computer mn konsi h,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6983,              Tech Blender Official            ,Hamara handwash dheet ha usky haath neechy kro kuch b nhi niklta,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6984,              Ali Ch            ,Sir ma na bs AI ma admission liaaa aaa fsc ka bad ma na bio ma fsc ki aaa saiiii kia a ya niii,2,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6985,              Bha Lu            ,Kea ye fa waly kr sakty hain,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6986,              Abid S            ,Reply me,0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6987,              Artificial intelligence Student            ,Me NY 2 semster AI me kr lay Suker الحمدللہ,2,17,https://www.youtube.com/watch?v=9MbT1F_0ge4
6988,              Maaz Muhammad            ,"Nust 
Uet Peshawar
Uet lahore  ye sary Bs Ai offer nahi kerti",0,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6989,              Ali Ch            ,Sir jino na bio ma fsc ki aa wo kr skta aaa,1,0,https://www.youtube.com/watch?v=9MbT1F_0ge4
6990,"              Umer talk,s            ",I got admission To BS Artificial Intelligence alhamdulillah,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6991,              Raju Bhai world entr videos            ,Thanks sir this video is very  harmful for me  thanks alot Allah pak sehat dee apko0o Ameen,0,1,https://www.youtube.com/watch?v=9MbT1F_0ge4
6992,,"️ Grab Notes by Expert Teachers Here: https://www.pabbly.com/out/magnet-brains
️ Get any subject playlist here:- https://www.magnetbrains.com/get-subject-wise-playlist
️ Get any class & subject's topic Video here:- https://www.magnetbrains.com/get-topic-wise-video
️ Watch Full Free Course: https://www.magnetbrains.com",2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
6993,              Tanisha Chopra            ,"Magnet Brains is one of my favourites. U all do so much hardwork and too free of cost .
Because of u all i have been able to crack my annual examinations and i understood every single thing . Too i always thought that computer science is so boring but u all try to make it so interesting and easy with a super explanation.
Thank you so much for helping everybody that too free of cost .
I have already mentioned this channel too all my friends fir conceptual understanding.
Thank you so much once again ",17,1,https://www.youtube.com/watch?v=sfmCTs_SdtI
6994,              Niraj Sahu            ,"No improvement needed, Great teaching ",0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
6995,              Spy Tech learners            ,Excellent teaching sir ,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
6996,              Aviral Mishra            ,"sir your way of teaching is outstanding, that sometimes you backtrack to explain basics. thanks sir",2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
6997,              Pratibha Patra            ,Thank you so much sir. Tomorrow I have AI exam and it will help me for my exam,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
6998,              Sitesh Chaudhari            ,Thanks sir tomorrow is my exam it's very helpful in my exam heartfull ️ thanks,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
6999,              RIX Plays            ,️your explanation no teacher like you sir ️,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7000,              Lakshya Nimawat            ,I will take computer science as optional,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7001,              Anshika Kumari            ,Excellent explaination I have ever seen,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7002,              REKHA VERMA            ,Very nice method of teaching,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7003,              urucherry☄️♡            ,It was such a nice explanation,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7004,              sid_patil_8055            ,SUPER EXPLANATION️,16,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7005,              SHIVANSH KAUSHIK 💔            ,Good explanation ️,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7006,              rahil The legend            ,Best explanation I have ever seen,3,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7007,              Mousami Kumari            ,Great explanation sir,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7008,              INTELLECT            ,NICE TEACHING SIR,2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7009,              Parveen Thakur            ,Very nice explanation :-),0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7010,              Alok Gorai            ,Thank you so much sir I don't have interest in AI but I have to study for exams your videos help me a lot dhanyawad sir,2,1,https://www.youtube.com/watch?v=sfmCTs_SdtI
7011,              Madhav            ,Thanks sir for teaching we and this is my New subject lot of thanks sir️,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7012,              Vikram Seervi            ,Learning with Magnet Brains is so interesting and easy. I am definitely recommending everyone this channel. Please tell me when we will get  class 11th and 12th Computer Science video tutorials? I am rigorously waiting. Please tell.,5,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7013,              Prince Baruah            ,Thank you sir for your wonderful teaching tomorrow is my a.i exam and I think i will score well thanks you sir,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7014,              Spy Tech learners            ,Thanks you sir to make videos on AI,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7015,              star zone            ,I have to become a software engineer and Mathematician !! ,2,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7016,              HACKED            ,"Sir appni typing speed ka ak video upload kijiye
like you sir ",1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7017,              HELL GIRL            ,Great sir ️,1,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
7018,              Prakhar            ,Great sir,0,0,https://www.youtube.com/watch?v=sfmCTs_SdtI
