,Username,Comment,Likes,Replies,link
2054,              Dean Unknown            ,starwars storm-troopers just popped in,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2055,              Shasta Valley Outdoorsman            ,"Maybe not the best idea, to feed it ideas like this...",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2056,              Roti            ,Takes one to know one,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2057,              Alucard Hell            ,AI plz create movies :),0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2058,              awesome117unsc            ,A.I making a movie about A.I domination. Interesting....,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2059,              Slaine NZ            ,I'm getting some ABC Warriors vibes here,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2060,              _Scabs            ,HI always better. Human intelligence,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2061,              moha glade            ,let skynet make the next movie,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2062,              Alexander The Great            ,"Oh, The Irony.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2063,              Retro Gierki            ,"Whats name of this music? Any link, anyone? :) ",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2064,              rsnakep            ,And so... Skynet... begins Feb 2023.,0,1,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2065,              Osaka            ,Now do BLAME!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2066,              BeatmasterAC            ,Terminator? You mean Necrons from Warhammer 40.000?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2067,              Jackson May            ,this is a prophecy!!!!!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2068,              wbrito8617            ,"""Awesome Death""",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2069,              Alex Chystiakov            ,this is Terminator 3: War of Machines,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2070,              Fanfiktion Reading            ,"Terminator but it's made by Artificial Intelligence???

Skynet is Artificial Intelligence!!!",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2071,              GongsunXin            ,just a thought matrix + terminator,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2072,              Warren B            ,"Maybe shouldn’t give the AI those ideas. 

Just a thought.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2073,              Mc Lovin            ,Probably best NOT teach AI about Skynet??!!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2074,              FetalMetalRicky82            ,as it should have been,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2075,              nigel mc keen            ,Look as demon  robot,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2076,              that guys stuff !            ,Skynet vs a.i in the next movie  !!!!,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2077,              Timothy Acosta            ,If you enjoyed the video give it a 2:17,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2078,              Josh Nobles            ,Did you seriously think it was a good idea to even mention the word terminator to AI???? We are so done,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2079,              KrotowX            ,I see Warhammer 40K and Star Wars influence.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2080,              xeroabyss            ,Well if this isn't ironic ,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2081,              FlyingShazbot            ,But Terminators were already created by A.I.,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2082,              Mirko Rex            ,"some pics looks very cool and
some pics just look cringe,, these terminators with fantasy ornaments on their exosceletons.
",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2083,              Sentinel Royce            ,I love T-800’s,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2084,              Skull Krusher            ,Killer Cyborgs Terminators,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2085,              Proxofer            ,Terminator but it's made by skynet,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2086,              Flavio            ,what is this soundtrack?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2087,              Olof Dahlstedt            ,Did al wet his pants sittning in the sofa?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2088,              Dr. Rajesh Ramalingam            ,"guys I want a chance to act,  did some OTT, looking for big,  like the theme music",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2089,              Vyn Chenzo            ,1:41 oh hi darth vader,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2090,              a NOOSE officer            ,What is the name of the theme remix?,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2091,              Aram K            ,Extremely scary. Unsettling,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2092,              FLX            ,Ich erkenne Parallelen zum Film Matrix ( Maschinen Welt ),0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2093,              Fran Gio            ,There is nothing strange about it. Skynet doing its job ️,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2094,              Nekomesha            ,"Predator, the exorcist",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2095,              INFECTIOUS PRODUCTION            ,why is half of them having darth vader helmet ?,0,1,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2096,              Dason            ,So meta,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2097,              Agent Redbone            ,Looks like it pulled ideas from the movie Virus as well,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2098,              Evgeni Ptolemy            ,"WHY are we giving the AI ideas about how to destroy humanity? That was literally the premise of the f*cking movies...



Ngl though, those images are dope.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2099,              Peter Griffin            ,Don't give it any ideas lmaoo,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2100,              Gambit_Toys            ,What's up with all these AI channels popping up?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2101,              BrockSamson18            ,"Let's not give the machines any ideas, please.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2102,              Doc Whiskey            ,Hmmmmm. Just saw an article about using AI for warfighting. Then this is at the top of my yt feed.....,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2103,              Эдуард Г            ,...круто .,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2104,              Dalton Atkinson            ,WHY? Would you show a AI terminator,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2105,              NC            ,Умели тогда терминаторов снимать,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2106,              JimBob McDougal            ,Darth Vader is that you?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2107,              Corr Nandez            ,There's a storm coming,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2108,              John Moran            ,Cool.i want several hundred.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2109,              Xander Guldie            ,I dont think we should feed it with ideas,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2110,              Rich H            ,Cool song,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2111,              Brandon Baldwin            ,Not bad at all,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2112,              Truvor Sineus            ,"1:54 What is this?
These ""terminators"" are just funny clowns.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2113,              Jäger            ,What's the name of the remix ?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2114,              Ogrematic            ,"No! Stop! You need to not let ai build terminators! It turns out bad, no matter what!",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2115,              Mike Christer            ,Terrifying,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2116,              Laughing Man            ,Don't give AI any ideas guys. Let's keep the dystopian future where robots kill us all to ourselves please. I don't think it's such a good idea to be typing this shit into AI programs.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2117,              House of Chinn            ,Do aliens next,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2118,              Terminátor1978            ,Nice,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2119,              PHAT V6            ,"They need to make 
A future war terminator movie, no more arnold no more funny shit, like salvation but better, no more john connor just humans surviving the threat and trying to survive, but the whole point of the movie is for them to be hunted by terminator and die, no more happy endings",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2120,              Junior Souza            ,This is a very dangerous game you're playing...,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2121,              Joro Marinov            ,Giga ChadGPT vs Virgin Dark Fart,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2122,              Pólvora Del Rey            ,"Isn't saying ""Terminator made by AI"" redundant?",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2123,              CruddySpark115            ,The irony,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2124,              Angelo Dimas            ,How the fuck does it get worse!?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2125,              Ionel SLK            ,Name of the song please!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2126,              Костянтин Гнатюк            ,️,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2127,              kesavan kesavan            ,Terminator robot like jeepers creepers ghost,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2128,              PG _Diesel            ,Terminator but more transformer ultronish,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2129,              DJ koMba            ,,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2130,              JaimeGon            ,"Oh, the irony.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2131,              Christopher B            ,"""Unseen footage"" thumbnail clickbait lmao",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2132,              Jager Gerg            ,They look scary,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2133,              Mr Taff            ,can you please drop the song name,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2134,              Ajdamus            ,maybe stop training AI to paint terminators and SkyNet? Just sayyin..:D,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2135,              Hapkido82            ,A. I liking what it sees.....,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2136,              Kazuma Yoshikaze            ,"Terminator vs Robot 2.0

Who will win.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2137,              FLX            ,Titel of the Remix theme?,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2138,              JJ            ,machine vs machine future,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2139,              Kwertzu            ,Why didnt skynet do nanobots ? Rorst enemy ist what you dont see !,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2140,              natewebs            ,"It's really creepy that the terminator at 1:55 has hair. Either it's learned to be vain,  or it's mocking humanity. Unsettling, both.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2141,              Reg Clinton Brown            ,🫨Ironic!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2142,              The Authority!            ,"If these things were actually covered in flesh, they would NOT ""blend in"" ️",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2143,              Isekai Express            ,"Alexa, initiate missile launch.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2144,              EDWARD OBED            ,Zaman now robots,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2145,              Mastergrey Skull            ,"0:49
Ack ack ack ackack",2,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2146,              Tascha            ,Name of the soundtrack remix???,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2147,              Blaze45            ,Damn scary ass robots Jesus fuck!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2148,              Shon Fox            ,You mean Terminator made by Terminator,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2149,              Vitalik Volianskiy            ,Very popularity!.But skynet much intelligent!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2150,              PASSPORT BROS BUSINESS CLASS            ,1:33 ,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2151,              Gareth Johnstone            ,0:52 that a $ on its head on the left?,2,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2152,              Thee Big Boss            ,Matrixish,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2153,              Alfred Christanto            ,Keren gini.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2154,              Sonicthehedge💙🦔            ,ya cus they know what ther going to do to us,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2155,              Special Needs            ,Haha darthanator?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2156,              Franz Flasch            ,https://youtu.be/OR_ztO4n1Lk?t=45 reminds me a bit of Ultron,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2157,              Your Mom            ,Have you gone mad!  Don’t give it any ideas.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2158,              Jake Goodwin            ,Jeez Reality is a lot worse than the Movie,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2159,              Олег Ткаченко            ,Beware skin bags.(,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2160,"              BrutalFoX ,            ","original designs are way better, after 0:23 turns into star wars + transformers",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2161,              indee105            ,Don't give it any ideas!!!,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2162,              I'monit            ,Sky Net is artificial intelligence.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2163,              Nagillim 79            ,Maybe teaching the AI about an AI that genocided humans isn't a good.idea...?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2164,              Radames Boscolo            ,Best best vey,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2165,              John            ,Cg artists terminated.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2166,              Tonne Black            ,Ummmm....maybe we shouldn't be teaching AI about Skynet.....,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2167,              Durk Kush            ,STOP GIVING IT IDEAS!!!,2,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2168,              Robert Kelly            ,First one T-600 second T-700 third T-800 101,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2169,              One of God's Children            ,Do people impowered by God to fight and defeat destory the forces of evil,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2170,              Alex DasoSmi            ,Is is made by AI??,0,1,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2171,              Z VERSUS            ,NO FATE,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2172,              NikolA_ kleshneRuk            ,I'll be back,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2173,              ArkNet            ,Robot makes better robots,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2174,              RC Expeditions Opatova            ,"THIS HAS NOTHING TO DO WITH AI !!!!!!!!!!
ALL THOSE PHOTOS ARE PHOTOSHOP COMBINED FROM THOSE 2 MOVIES : Terminator and Chrome Lords.......",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2175,              chopchop            ,Bro stop feeding ai idea's it might learn and turn this in to real life,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2176,              Ben Huber            ,Dude dont give skynet inspiration,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2177,              DraconX3            ,"Thats cool lookin and all but tf you mean ""unseen footage"" like its deleted scenes >.>......
Dang clickbait thumbnails yo

The real AI threat is mediocre clickbait",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2178,              Craig Dendy            ,It's not AI. It's a program that just searches the internet for compatible things and puts it together.  There is not any original idea from this so called AI,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2179,              ALGODÓN RIVERA VAZQUEZ            ,,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2180,              michael white            ,Explain..,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2181,              Alex Quinonez            ,"We needed a trilogy set in the future, not the same old recycled concept. Bunch of  damn fools in the movie industry with no creative insight.",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2182,              Laguruz Hagal            ,Ha Ri Va Za Ry EP PoN.. Ma Ga No Fe Ra MuZ. Gi Go Ra Ma Gi GoR.. Ta Ra Ti Ra UT Ti Ly Za ToR.. T.. Gi Sa Zu Ka Li Ha Pi Ro GoR.. Amenhotep TiR GiR STP.. GaRZZZ HaGLZZZ.. Lo He Ro La EL La He RoK.. Ve Ra Ma Ha Ga Za ReZ.. Ha Na Ra Ha Ro Ga OL Ga RoL.. AVR.. ,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2183,              A campear con el tio ari            ,No entendío bien el concepto la ia,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2184,              Taras V            ,"stop teaching AI how to be a Skynet 
nerds!",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2185,              vr1 isntell            ,These designs do not look efficient. Would the AI not make the most of its logic in choosing a form?,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2186,              William Thompson            ,send them to Crimeia.,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2187,              TheUrratha            ,Yes,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2188,              Blaise Uriarte            ,SHUT THIS DOWN ARE YOU TRYING TO MAKE SKYNET HAPPEN???,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2189,              POOHEAD189            ,why,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2190,              Вова Иванов            ,Ходячие роботы глупость,1,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2191,              BEAVER TACO            ,Makes Arnold look stupid,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2192,              Ex Set            ,I see only stupid cliche,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2193,              omarfue556            ,Don’t give it any ideas,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2194,              nicholas burse            ,Trumpinator ,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2195,              B D            ,The Terminator franchise deserves better then to be used as some BS woke women empowerment agenda keep it simple dammit and redeem the first twos glory.,0,2,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2196,              Alb Lar            ,its a shame woke culture and feminism destroyed the franchise,0,2,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2197,               POINTLESS AIMLESS VIDEO PRODUCTIONS            ,"meh.., very impractical an silly from an engineering point of view, Great imagery for sure but its like the imagination of a seriously talented 7 year old",0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2198,              dominik0029            ,Nonsence as always,0,1,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2199,              Pavel Smirnov            ,I don't like it,0,0,https://www.youtube.com/watch?v=OR_ztO4n1Lk
2200,,"What do you guys think about this new AI tech?  We would love to hear your thoughts, because we still aren't quite sure what to make of it!",38,59,https://www.youtube.com/watch?v=XSIQCE3InFE
2201,              Charlie Streeter            ,"Eva is the real AI, Authentically Italian️🇮🇹",89,2,https://www.youtube.com/watch?v=XSIQCE3InFE
2202,              Tam Ellison            ,A.I. CAN NEVER COMPETE WITH QUEEN EVA,176,5,https://www.youtube.com/watch?v=XSIQCE3InFE
2203,              Linda            ,I’m sticking with EI (Eva intelligence) for my Italian recipes! Dead pasta with the sign of the cross was a good one EVa ,112,2,https://www.youtube.com/watch?v=XSIQCE3InFE
2204,              C Franco            ,"This might be the first video of Eva cooking that didn’t make we want to immediately hit the kitchen. I’ll stick to getting my recipes from her. Hey, did you guys ever think of making an app? I’d love to have an app in my phone that allows me to tell it what ingredients I have, and it give list of Eva’s recipes and videos that I could make. I would totally pay for this app.",100,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2205,              odette marillier1            ,This was entertaining and Eva's facial expressions were classic ,43,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2206,              karen alfano            ,"This was one of the funniest videos. I just love Eva’s reactions and comments. Without a doubt, AI does NOT belong in a kitchen. You two are the best",30,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2207,              NewBeginnings ThePunchNews            ,"Harper and Eva,... been a follower since your Maine days...

I have been waiting for Eva to pull out an original pasta dish that SHE created. But if we cannot,...can we please get Eva to make a good Easter dish for an upcoming video?
",20,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2208,              Andrea Rigano            ,"Lo scrivo in italiano per Eva, la differenza tra ""minced"" e ""finely chopped"" è come tritato finemente e tagliato finemente, nel senso che ""tritato"" come se fatto con la mezzaluna, mentre ""tagliato"" molto piccolo al coltello dove mantiene in qualche modo la sua forma.",13,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2209,              Ale Massa66            ,"Don't worry, now ChatGPT knows the real 'Spaghetti all'Assassina' recipe because I've taught it.",24,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2210,              Ray S            ,"ChatGPT can learn so you could teach it about the recipes. Also, try asking in Italian rather than English.
Edit: I did ask for spag all’assassina in italian but it said no such dish existed in italian cuisine. I told it that indeed it is a classic italian pasta dish. It apologized and went looking online. It found one but it wasn’t the real deal! It had ground beef and black olives! ChatGPT has a lot to learn about La cucina italiana!",11,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2211,              Ann Bower            ,"Scores for Italian recipes

Chatgpt:. 0 


Eva: 40


Winner is EVA ",4,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2212,              Magistral            ,"I've used ChatGPT many times to ask for ""a list of creative roman sheet pan pizza toppings"", with 1.0 temperature setting, and it came up with absolute bombs such as ""squash, pancetta and smoked scamorza"", which was phenomenal, or ""sausage, garlic confit and pecorino romano shards"" which is still my favorite one.",7,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2213,              Daniel Pastorelle            ,Eva’s face at 3:36 She never disappoints ,5,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2214,              Samuel C            ,"When garlic is minced it is reduced almost to a paste, usually by crushing it with the blade of the knife and the aid of some coarse salt, when it is finely chopped it is just that, chopped very small with the knife. Great video!",7,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2215,              Daniel Windham            ,"I love her recipes and I wanted cookbook by Eva, I'm waiting on her to come out her own cookbook so I buy it.",3,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2216,              Alice Twain            ,"Let's remind the international viewers that penne lisce were the only pasta shape that everyone left on the shelves even in the early days of Covid.
Also, Rocco Tanica of Elio e le Storie Tese (please, look them up, and look up also Tanica's collab with Bisio for songs like Guglielma (che vita di melma)) just published a novel written with an AI.",4,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2217,              Sunday with Sarah            ,"Brilliant concept! Clearly Chat GPT is no match in the kitchen for Eva. Thank you, Harper and Eva, for a super fun video!",1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2218,              Zachary Antle            ,"Eva: I don’t speak English!

Also Eva: speaks English while saying she can’t speak English

Yeah GPT ain’t a good cook, but it IS a good co-writer when I’m stumped for ideas when writing stories haha",10,2,https://www.youtube.com/watch?v=XSIQCE3InFE
2219,              My Getaway            ,the moment you mentioned Hardtack i instinctively pictured Max Miller knocking two pieces of hardtack together,17,7,https://www.youtube.com/watch?v=XSIQCE3InFE
2220,              Debra Horst            ,"I laughed so hard with the AI curujicchi recipe! Thanks, I needed to laugh today. <3",3,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2221,              Pat Sinatra            ,"That reminded me of searching the internet for a recipe for Pasta Alla Puttanesca that isn’t arrabbiata. AI has its place but I’m not quite sure where that place is. I use it to make conceptual art which is very unique. When rendering people, AI tends to make hands look like lobster claws. Maybe AI has a thing for sea creatures.",2,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2222,              Jerrica Benton            ,"I’m going to assume that like humans, there’s different levels of intelligence in artificial intelligence.",15,2,https://www.youtube.com/watch?v=XSIQCE3InFE
2223,              4canspoon            ,Artificial is exactly that. I work within robotics and the intelligence is in the mind of the programmer. Brilliant video as always.,2,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2224,              Fredrik Granlund            ,"I'm trying hard to stop laughing! 
The last recipe is totally bonkers. 
I think you (Eva) should try to ask ChatGPT for the same recipes but in Italian to see if that helps. I'll probably do that myself once I've calmed down.",1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2225,              GoodStuffForeverMore            ,I sure hope you guys find a way to give feedback to Chat GPT!! Perhaps you could sign on as consultants for authentic Italian cuisine,2,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2226,              Expod            ,"Solo game dev here and Chat GPT is a tremendous help. I tell it the style of game I'm creating, the time it takes to complete a level and ask him if that's too short or too long when comparing with other games and what players like in general. It would have taken me a couple hours of research to get that answer before. Now, it's like having an experienced co-worker working by my side. It's nothing short of an immense revolution, almost scary for those who can project a little.",7,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2227,              Fern Maraminsky            ,Eva is my go-to for Italian recipes!,6,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2228,              Douglas Morrison            ,"Sometimes you learn a lot from something bad (this should be an Italian proverb).  I'll trust Eva over AI every day of the week, and twice on Sunday!",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2229,              Rafael Vieira            ,You can ask ChatGPT for pasta recipes that have best ratings in Italy or by italians or by specialists. I tried it for carbonara and it gave a more traditional recipe.,3,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2230,              Joseph Volk            ,The olive oil biscuits made me LOL. Eva's expression was hilarious.,2,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2231,              Michelle            ,Eva you are golden! I love watching you cook.,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2232,              Timbosai            ,"so i woke up yesterday and binged your channel and my wife fell in love with the potato cake and me and the grandkids next weekend are going to make TORRONE DEI MORTI
i cant wait!!! and i cant thank you enough for your cooking lesions and your content.. much love guys!!!",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2233,              Andy            ,Ha I've already asked it to create a Calabrian-Texas BBQ or Calabrian-Mexican fusion menu…and some of the suggestions sounded really good!,2,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2234,              Mac Cat            ,"I'm fully into anything tech but cooking, particularly Italian cooking, requires the polar opposite to digital knowledge.
Cooking requires intuition, passed on knowledge by your family, learning from failures, passion, taste buds etc. etc.
Love you work guys. Keep it up.",1,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2235,              Ding Dong Dickweed            ,"That first chatbot GPT recipe was a dud, but your cutaway game is on point in this episode... Tim and Eric, Terminator 2, Sinatra... I was cracking up!",4,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2236,              Louise Santaniello            ,I love you guys! Cutest couple ever! Sometimes and I hope I’m wrong..I see sadness behind Eva’s eyes..otherwise I love your channel ,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
2237,              Lena Lyles            ,I made a simple pasta that Eva made and only wrote down the ingredients. Granddaughter came in looked at my notebook and said where's the instructions? Lol I said it's a simple pasta sauce she throw her arms up and walked out. She loved the dish by the way!!,1,1,https://www.youtube.com/watch?v=XSIQCE3InFE
2238,              Mohamed Chafik Mazigh            ,This video inspired me to try this with tunisian cuisine. And asked chatgpt for some recipes. When it gave me a recipe that has nothing to do with the authentic traditional one for some dish I replied that it’s not the right recipe and then it apologized for the error and ended up giving me thebright one  Very polite robot,0,0,https://www.youtube.com/watch?v=XSIQCE3InFE
